Offer SKU,Product SKU,Category code,Category Label,Product,Offer state,Price,Quantity,Alert threshold,Logistic Class,Activated,Available Start Date,Available End Date
RK009-BLK-08,MKL_1866372_22,apparel & footwear > apparel > pants,Pants & Capris,XTM Kid Unisex Active Trousers Stash Ii Kids Rain Pant - Black Variant Size Value 8,New,50.95,36,,SMW,yes,,
RU013-SIL-XS,MKL_1866207_18,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii 3/4 Stash Rain Jacket - Silver Variant Size Value X-Small,New,71.95,15,,SMW,yes,,
SP090497671357,MKL_1866131_39,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,GSI Microlite 500 Twist Flasks Bottles - Black,New,47.95,0,,SMW,no,,
TM039-GDM-7XL,MKL_1866187_27,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Male Snow Jackets Mason Plus Size Jacket Grey - Denim Variant Size Value 7XL,New,199.95,5,,SMW,yes,,
TL042-BLF-20,MKL_1866207_77,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Pia Jacket Plus Black - Floral Variant Size Value 20,New,183.95,17,,SMW,yes,,
SP090497553004,MKL_1870534_19,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Micro Table Cookware Silver,New,73.95,0,,SMW,no,,
SP090497674600,MKL_1870534_340,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,GSI Vacuum Bottle 1 Litre Flasks Bottles Silver,New,73.95,0,,SMW,no,,
TL019-SHZ-22,MKL_1866207_94,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Female Snow Trousers Smooch Ii Plus Size Pant - Shiraz Variant Size Value 22,New,127.95,2,,SMW,yes,,
YULB1,MKL_1866295_308,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Cub,New,30.95,20,,SMW,yes,,
RL001-PUR-16,MKL_1866207_32,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Active Jackets Kimberley Rain Jacket - Purple Variant Size Value 16,New,127.95,1,,SMW,yes,,
9330778523724,MKL_1866324_82,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Elude Boy's Snow Javi Jacket - Blue Variant Size Value Small,New,144.95,0,,SMW,no,,
YH50090,MKL_1866131_58,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Smith's Edge Pro Pull-Thru Knife Sharpener,New,35.95,20,,SMW,yes,,
SK020-BUR-1303,MKL_1866131_287,apparel & footwear > footwear > socks,Socks,XTM Kid Unisex Socks Trooper Kids Sock - Burgundy Variant Size Value 13-3,New,15.95,17,,SMW,yes,,
ML006-LGY-12,MKL_1866131_228,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Tshirt 170GSM Light - Grey Variant Size Value 12,New,63.95,10,,SMW,yes,,
FK003-CAN-2728,MKL_1866324_149,apparel & footwear > footwear > boots,Boots,XTM Kid Unisex All Terrain Boots & Shoes Puddles Boot - Candy Variant Size Value 27-28,New,31.95,1,,SMW,yes,,
SP040818103210,MKL_1866131_13,sports & outdoors > camping & hiking > tents & shelters > tents,Tents,MSR Hubba Tour 3 Shelters Backpacking Tents Grey - Red,New,1487.95,0,,SMW,no,,
TM020-BCT-S,MKL_1866372_50,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Male Snow Jackets Hendrick Jacket Black - Concrete Variant Size Value Small,New,212.95,1,,SMW,yes,,
SP040818069165,MKL_1866324_34,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,MSR Folding Fork Cookware - Grey,New,8.95,0,,SMW,no,,
FL009-WHT-39,MKL_1866324_132,apparel & footwear > footwear > boots,Boots,XTM Adult Female All Terrain Boots & Shoes Inessa Boot - White Variant Size Value 39,New,59.95,0,,SMW,no,,
TL030-WHT-08,MKL_1866372_40,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Courcheval Ladies Jacket - White Variant Size Value 8,New,262.95,8,,SMW,yes,,
YU280OT,MKL_1866324_1,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Barlow,New,30.95,0,,SMW,no,,
TM020-BCT-M,MKL_1866372_51,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Male Snow Jackets Hendrick Jacket Black - Concrete Variant Size Value Medium,New,212.95,2,,SMW,yes,,
9330778534461,MKL_1866354_169,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Girl's Snow Kezza Junior Microfleece Midlayer - Green Variant Size Value 6,New,40.95,0,,SMW,no,,
SP090497671159,MKL_1866324_18,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,GSI Ss Microlite Vacuum Bottle Flasks Bottles - Grey,New,48.95,0,,SMW,no,,
TL030-WHT-14,MKL_1866372_43,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Courcheval Ladies Jacket - White Variant Size Value 14,New,262.95,14,,SMW,yes,,
TM009-BLK-S,MKL_1866324_156,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Male Snow Trousers Glide Ii Pant - Black Variant Size Value S,New,118.95,6,,SMW,yes,,
MK001-DPK-08,MKL_1866324_152,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Kid Unisex Thermal Tops Merino Kids Top Deep - Pink Variant Size Value 8,New,51.95,0,,SMW,no,,
SK002-RED-0508,MKL_1866131_153,apparel & footwear > footwear > socks,Socks,XTM Kid Unisex Socks Heater Kids Sock - Red Variant Size Value 5-8,New,13.95,32,,SMW,yes,,
RK008-PBL-08,MKL_1866372_21,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Kid Unisex Active Jackets Stash Ii Kids Rain Jacket Patriot - Blue Variant Size Value 8,New,59.95,89,,SMW,yes,,
9330778537851,MKL_1866354_179,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Women's Snow Velvet Funnel Zip Baselayer - Red Variant Size Value Small,New,71.95,0,,SMW,no,,
9330778537950,MKL_1866354_175,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Women's Snow Velvet Funnel Zip Baselayer - Black Variant Size Value Small,New,71.95,0,,SMW,no,,
YU25OT,MKL_1870534_59,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Folding Hunter,New,59.95,20,,SMW,yes,,
67120105,MKL_1871588_39,jewellery & accessories > accessories > gloves,Gloves,Adrenalin HDX Kevla/Amara Dive Glove - Pink Variant Size Value Medium,New,20.95,49,,SMW,yes,,
TL040-BLK-22,MKL_1866372_48,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Courcheval Ladies Jacket Plus - Black Variant Size Value 22,New,277.95,1,,SMW,yes,,
MK001-NVY-14,MKL_1866324_167,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Kid Unisex Thermal Tops Merino Kids Top - Navy Variant Size Value 14,New,51.95,9,,SMW,yes,,
FK007-BLK-2728,MKL_1866324_112,apparel & footwear > footwear > boots,Boots,XTM Kid Unisex All Terrain Boots & Shoes Predator Kids Boot - Black Variant Size Value 27-28,New,33.95,75,,SMW,yes,,
SP040818066096,MKL_1866324_52,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,MSR Led Tent Light - Red,New,24.95,0,,SMW,no,,
RU009-BLK-L,MKL_1866372_27,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Unisex Active Trousers Stash Ii Unisex Rain Pant - Black Variant Size Value Large,New,59.95,71,,SMW,yes,,
TL009-WHT-08,MKL_1866372_32,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Female Snow Trousers Smooch Ii Pant - White Variant Size Value 8,New,118.95,3,,SMW,yes,,
SP090497671548,MKL_1870534_349,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Microlite Twist 1000 Cookwear - Olive,New,66.95,0,,SMW,no,,
YMSIO10G,MKL_1870534_55,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Muela Sioux,New,105.95,20,,SMW,yes,,
TL026-BLK-16,MKL_1866372_72,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Peppin Jacket - Black Variant Size Value 16,New,127.95,0,,SMW,no,,
TK015-BPK-04,MKL_1866324_187,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Kid Unisex Snow Jackets Kamikaze Jacket Berry - Pink Variant Size Value 4,New,112.95,3,,SMW,yes,,
RU008-BLK-L,MKL_1866324_271,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket - Black Variant Size Value L,New,67.95,149,,SMW,yes,,
MK002-DPK-10,MKL_1866324_104,apparel & footwear > apparel > pants,Pants & Capris,XTM Kid Unisex Thermal Bottoms Merino Kids Pant Deep - Pink Variant Size Value 10,New,51.95,18,,SMW,yes,,
9330778529825,MKL_1866354_73,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Elude Men's Snow Journey Jacket - Black Variant Size Value XXX-Large,New,169.95,0,,SMW,no,,
YHPP1,MKL_1870534_83,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Smith's Pocket Pal Knife Sharpener,New,15.95,19,,SMW,yes,,
YU1011OT,MKL_1870592_0,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Small Canoe,New,35.95,20,,SMW,yes,,
9330778537608,MKL_1866354_153,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Women's Snow Base Layer Hood Baselayer - Black Variant Size Value 10,New,89.95,0,,SMW,no,,
9330778523113,MKL_1866354_46,apparel & footwear > apparel > pants,Pants & Capris,Elude Boy's Snow 78 Pant Baselayer - Green Variant Size Value 12,New,33.95,0,,SMW,no,,
SU002-PUR-0208,MKL_1866324_186,apparel & footwear > footwear > mules & clogs,Mules & Clogs,XTM Adult Unisex Socks Heater Adults Sock - Purple Variant Size Value 2-8,New,16.95,50,,SMW,yes,,
RU008-BLK-S,MKL_1866324_264,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket - Black Variant Size Value S,New,67.95,94,,SMW,yes,,
9330778537462,MKL_1866354_156,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Women's Snow Base Layer Hood Baselayer - Black Variant Size Value 6,New,89.95,0,,SMW,no,,
TM009-GDM-L,MKL_1866207_70,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Male Snow Trousers Glide Ii Pant Grey - Denim Variant Size Value Large,New,118.95,0,,SMW,no,,
YSFB31SBK,MKL_1870534_46,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Enuff Lightweight  Sheepsfoot - Serrated Blad - Black,New,270.95,20,,SMW,yes,,
9330778534348,MKL_1866354_172,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Rojo Girl's Snow Kezza Junior Microfleece Midlayer - Raspberry Sorbet Variant Size Value 6,New,40.95,0,,SMW,no,,
TK018-COP-08,MKL_1866131_222,apparel & footwear > apparel > pants,Pants & Capris,XTM Kid Unisex Snow Trousers Ninja Pant - Copper Variant Size Value 8,New,127.95,3,,SMW,yes,,
ML007-BKB-08,MKL_1866324_142,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Long Sleeve 170GSM - Blackberry Variant Size Value 8,New,67.95,4,,SMW,yes,,
ML003-BKB-14,MKL_1866131_136,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Zipneck 230GSM - Blackberry Variant Size Value 14,New,74.95,6,,SMW,yes,,
SU011-CHA-0208,MKL_1866207_211,apparel & footwear > footwear > mules & clogs,Mules & Clogs,XTM Adult Unisex Socks Half Pipe Sock - Charcoal Variant Size Value 2-8,New,25.95,2,,SMW,yes,,
TK023-NVY-02,MKL_1866372_41,apparel & footwear > suits > suit sets,Suit Sets,XTM Kid Unisex Snow Suits Akira Kids Suit - Navy Variant Size Value 2,New,127.95,0,,SMW,no,,
ML003-BKB-16,MKL_1866324_133,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Zipneck 230GSM - Blackberry Variant Size Value 16,New,74.95,2,,SMW,yes,,
FK003-CAN-2324,MKL_1866131_127,apparel & footwear > footwear > boots,Boots,XTM Kid Unisex All Terrain Boots & Shoes Puddles Boot - Candy Variant Size Value 23-24,New,31.95,0,,SMW,no,,
TM019-GDM-4XL,MKL_1866207_147,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Male Snow Trousers Glide Ii Plus Size Pant Grey - Denim Variant Size Value 4XL,New,127.95,0,,SMW,no,,
TK018-BLK-08,MKL_1866131_239,apparel & footwear > apparel > pants,Pants & Capris,XTM Kid Unisex Snow Trousers Ninja Pant - Black Variant Size Value 8,New,127.95,10,,SMW,yes,,
SU014-WHT-1114,MKL_1866131_177,apparel & footwear > footwear > mules & clogs,Mules & Clogs,XTM Adult Unisex Socks Enduro Sport Sock - White Variant Size Value 11-14,New,15.95,20,,SMW,yes,,
ML006-BKB-14,MKL_1870534_100,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Tshirt 170GSM - Blackberry Variant Size Value 14,New,63.95,0,,SMW,no,,
9330778530524,MKL_1866187_132,apparel & footwear > apparel > pants,Pants & Capris,Elude Men's Snow Hogan Pants - Black Variant Size Value X-Large,New,169.95,0,,SMW,no,,
TK023-NVY-06,MKL_1866372_42,apparel & footwear > suits > suit sets,Suit Sets,XTM Kid Unisex Snow Suits Akira Kids Suit - Navy Variant Size Value 6,New,127.95,0,,SMW,no,,
YSFB24SBK,MKL_1866324_72,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Jumpmaster Lightweight  H1 - Serrated Blade - Black,New,411.95,20,,SMW,yes,,
9330778524677,MKL_1866187_82,apparel & footwear > apparel > pants,Pants & Capris,Elude Boy's Snow No Limit Pants - Black Variant Size Value 14,New,110.95,0,,SMW,no,,
YU8OT,MKL_1866131_86,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Senior,New,46.95,20,,SMW,yes,,
9321977700887,MKL_1866324_236,apparel & footwear > swimwear > rash vests,Rash Vests,Ocean & Earth Ladies Champiette Cap/S Rashie - Black Variant Size Value 16,New,61.95,0,,SMW,no,,
RM001-CHA-XL,MKL_1866324_155,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Male Active Jackets Kakadu Rain Jacket - Charcoal Variant Size Value XL,New,127.95,7,,SMW,yes,,
YU5OT,MKL_1866131_113,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,"Schrade Old Timer 4"" Bruin",New,43.95,20,,SMW,yes,,
9321977690232,MKL_1866324_243,apparel & footwear > apparel > tees & tops,Tees & Tops,Ocean & Earth Boys Diamond Tee - Black Variant Size Value 12US,New,28.95,0,,SMW,no,,
9330778523748,MKL_1866324_95,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Elude Boy's Snow Javi Jacket - Blue Variant Size Value Large,New,144.95,0,,SMW,no,,
9330778524646,MKL_1866354_60,apparel & footwear > apparel > pants,Pants & Capris,Elude Boy's Snow No Limit Pants - Black Variant Size Value 8,New,110.95,0,,SMW,no,,
SP040818061909,MKL_1870535_21,sports & outdoors > camping & hiking > sleeping > hammocks,Hammocks,Thermarest Hammock Strap Set Hammocks,New,50.95,0,,SMW,no,,
9330778521195,MKL_1870535_31,jewellery & accessories > accessories > gloves,Gloves,Elude Boy's Snow Classic Gloves - Black Variant Size Value 8YR,New,25.95,0,,SMW,no,,
FL004-BLK-41,MKL_1870535_36,apparel & footwear > footwear > boots,Boots,XTM Adult Female All Terrain Boots & Shoes Tessa Ii Boot - Black Variant Size Value 41,New,111.95,32,,SMW,yes,,
9330778521263,MKL_1870535_29,jewellery & accessories > accessories > gloves,Gloves,Elude Boy's Snow Classic Gloves - Blue Variant Size Value 10YR,New,25.95,0,,SMW,no,,
MK001-NVY-04,MKL_1870535_69,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Kid Unisex Thermal Tops Merino Kids Top - Navy Variant Size Value 4,New,51.95,1,,SMW,yes,,
YSC178GP,MKL_1870535_6,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Kiwi 4 G-10  - Plain Blade - Black,New,277.95,20,,SMW,yes,,
SP066143099547,MKL_1870535_7,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Fox 40 Xplorer Whistle & Led Light Kit Neon - Green,New,26.95,0,,SMW,no,,
SU018-FOR-0208,MKL_1866131_240,apparel & footwear > footwear > mules & clogs,Mules & Clogs,XTM Adult Unisex Socks Trek Performance Otway Sock - Forest Variant Size Value 2-8,New,25.95,0,,SMW,no,,
SP040818103180,MKL_1870566_61,sports & outdoors > camping & hiking > tents & shelters > tents,Tents,MSR Papa Hubba Nx Shelters Backpacking Tents Cream - Red,New,1300.95,0,,SMW,no,,
RL001-PUR-10,MKL_1870652_176,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Active Jackets Kimberley Rain Jacket - Purple Variant Size Value 10,New,127.95,21,,SMW,yes,,
FL004-BLK-37,MKL_1870535_40,apparel & footwear > footwear > boots,Boots,XTM Adult Female All Terrain Boots & Shoes Tessa Ii Boot - Black Variant Size Value 37,New,111.95,25,,SMW,yes,,
MK001-DPK-06,MKL_1866207_123,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Kid Unisex Thermal Tops Merino Kids Top Deep - Pink Variant Size Value 6,New,51.95,4,,SMW,yes,,
FK007-BLK-3132,MKL_1870534_74,apparel & footwear > footwear > boots,Boots,XTM Kid Unisex All Terrain Boots & Shoes Predator Kids Boot - Black Variant Size Value 31-32,New,33.95,206,,SMW,yes,,
FK003-BLK-2728,MKL_1866207_135,apparel & footwear > footwear > boots,Boots,XTM Kid Unisex All Terrain Boots & Shoes Puddles Boot - Black Variant Size Value 27-28,New,31.95,0,,SMW,no,,
9321977621335,MKL_1871577_44,sports & outdoors > water sports > surf > surfboards,Surfboards,"Ocean & Earth Regular 6'0"" Moulded Leash - Pink",New,39.95,30,,SMW,yes,,
ML001-BKB-16,MKL_1866354_306,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Adult Female Thermal Tops Merino Ladies Top 230GSM - Blackberry Variant Size Value 16,New,67.95,12,,SMW,yes,,
MM005-BLK-XL,MKL_1866207_112,apparel & footwear > underwear > briefs,Briefs,XTM Adult Male Underwear Bottoms Merino Mens Boxer - Black Variant Size Value XL,New,33.95,22,,SMW,yes,,
MK001-DPK-04,MKL_1866207_106,apparel & footwear > apparel > tees & tops,Tees & Tops,XTM Kid Unisex Thermal Tops Merino Kids Top Deep - Pink Variant Size Value 4,New,51.95,0,,SMW,no,,
SP040818095454,MKL_1870534_350,sports & outdoors > camping & hiking > tents & shelters > tents,Tents,MSR Access 2 Tent Shelters All Season Tents - Orange,New,1206.95,0,,SMW,no,,
9330778526916,MKL_1866354_53,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Elude Men's Snow Crew Neck Top Baselayer - Black Variant Size Value Small,New,50.95,0,,SMW,no,,
SP090497501944,MKL_1870534_333,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Halulite Pot Cookware - Grey,New,97.95,0,,SMW,no,,
SU014-CIT-0610,MKL_1866324_206,apparel & footwear > footwear > mules & clogs,Mules & Clogs,XTM Adult Unisex Socks Enduro Sport Sock - Citron Variant Size Value 6-10,New,15.95,24,,SMW,yes,,
MK002-NVY-12,MKL_1870535_71,apparel & footwear > apparel > pants,Pants & Capris,XTM Kid Unisex Thermal Bottoms Merino Kids Pant - Navy Variant Size Value 12,New,51.95,9,,SMW,yes,,
9321977613620,MKL_1871577_36,sports & outdoors > water sports > surf > surfboards,Surfboards,"Ocean & Earth Regular 6'0"" Moulded Leash - White",New,39.95,164,,SMW,yes,,
9321977494212,MKL_1871577_43,sports & outdoors > water sports > surf > surfboards,Surfboards,"Ocean & Earth Regular 6'0"" Moulded Leash - Blue",New,39.95,249,,SMW,yes,,
SP040818565032,MKL_1870579_128,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,MSR Hyperflow Quick Connect Bottle Adaptor Water Treatment - Black,New,23.95,0,,SMW,no,,
SK020-BUR-0508,MKL_1866131_283,apparel & footwear > footwear > socks,Socks,XTM Kid Unisex Socks Trooper Kids Sock - Burgundy Variant Size Value 5-8,New,15.95,8,,SMW,yes,,
9321977613590,MKL_1871577_18,sports & outdoors > water sports > surf > surfboards,Surfboards,"Ocean & Earth Regular Comp Leash 6'0"" - Yellow",New,35.95,173,,SMW,yes,,
RK008-PUR-04,MKL_1866207_22,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Kid Unisex Active Jackets Stash Ii Kids Rain Jacket - Purple Variant Size Value 4,New,59.95,24,,SMW,yes,,
YSC166P,MKL_1870534_51,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Equillibruim Stainless - Plain Blade,New,213.95,20,,SMW,yes,,
TL042-GDM-28,MKL_1866207_86,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Snow Jackets Pia Jacket Plus Grey - Denim Variant Size Value 28,New,183.95,0,,SMW,no,,
SK020-BLU-1303,MKL_1866324_272,apparel & footwear > footwear > socks,Socks,XTM Kid Unisex Socks Trooper Kids Sock - Blue Variant Size Value 13-3,New,15.95,11,,SMW,yes,,
SP040818072875,MKL_1870535_23,sports & outdoors > camping & hiking > sleeping > hammocks,Hammocks,Thermarest Slacker Hammock Single Hammocks Curry Print,New,116.95,0,,SMW,no,,
FL007-BLK-37,MKL_1866263_61,apparel & footwear > footwear > boots,Boots,XTM Adult Female All Terrain Boots & Shoes Predator W Boot - Black Variant Size Value 37,New,42.95,175,,SMW,yes,,
RU008-FOR-S,MKL_1866324_288,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket - Forest Variant Size Value S,New,67.95,45,,SMW,yes,,
FK015-CAN-3132,MKL_1866354_5,apparel & footwear > footwear > boots,Boots,XTM Kid Female All Terrain Boots & Shoes Inessa Girls Boot - Candy Variant Size Value 31-32,New,42.95,0,,SMW,no,,
RU008-ACM-2XL,MKL_1866207_24,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket Army - Camo Variant Size Value XX-Large,New,67.95,13,,SMW,yes,,
SP066143099554,MKL_1870534_53,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Fox 40 Xplorer Whistle & Led Light Kit Neon - Yellow,New,26.95,0,,SMW,no,,
RL001-PUR-14,MKL_1866207_31,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Female Active Jackets Kimberley Rain Jacket - Purple Variant Size Value 14,New,127.95,6,,SMW,yes,,
RU008-BLD-2XL,MKL_1866207_54,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket Black - Leopard Variant Size Value XX-Large,New,67.95,0,,SMW,no,,
YSC152CFP,MKL_1866324_69,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Chaparral CF/G-10 Laminate - Plain Blade,New,302.95,0,,SMW,no,,
YSFB31PBK,MKL_1866324_54,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco Enuff Lightweight  Leaf - Plain Blade - Black,New,270.95,20,,SMW,yes,,
YU94OT,MKL_1866324_78,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Gunstock Trapper - 2 Blades,New,35.95,18,,SMW,yes,,
TM009-GDM-M,MKL_1866207_69,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Male Snow Trousers Glide Ii Pant Grey - Denim Variant Size Value Medium,New,118.95,0,,SMW,no,,
SP040818076019,MKL_1866324_9,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,Platypus Classic Bottle W/Closure Cap 2.0L Platy Soft Bottles Clear,New,21.95,0,,SMW,no,,
SP040818090435,MKL_1866131_64,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,Platypus B Line Platy Hydration Packs Lime,New,183.95,0,,SMW,no,,
RU008-RSP-2XL,MKL_1866239_191,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket - Raspberry Variant Size Value XX-Large,New,67.95,14,,SMW,yes,,
SP090497681448,MKL_1866324_27,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Glacier Ss Dualist Cookware Silver,New,122.95,0,,SMW,no,,
9330778530364,MKL_1866354_63,apparel & footwear > apparel > pants,Pants & Capris,Elude Men's Snow Hogan Pants - Green Variant Size Value X-Small,New,169.95,0,,SMW,no,,
SP040818091937,MKL_1866324_6,sports & outdoors > camping & hiking > tents & shelters > tents,Tents,Thermarest Tranquility 4 Tent Tents Silver Pine/Honey,New,874.95,0,,SMW,no,,
YSC137P,MKL_1866131_6,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Spyderco HoneyBee Stainless Slip Joint - Plain Blade,New,39.95,20,,SMW,yes,,
SP8428927028457,MKL_1866324_35,apparel & footwear > footwear > socks,Socks,Buff Polar Kids Milley/Reign,New,34.95,20,,SMW,yes,,
SP090497656101,MKL_1866324_23,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Ss Folding Toaster Cookware Silver,New,19.95,0,,SMW,no,,
SP090497502484,MKL_1866131_34,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Pinnacle Dualist 2 Person Cookware - Grey,New,145.95,0,,SMW,no,,
SP040818065945,MKL_1866324_16,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,MSR Stainless Steel Insulated Mug Cookware - Green,New,26.95,0,,SMW,no,,
9330778529597,MKL_1866354_95,apparel & footwear > apparel > coats & jackets,Coats & Jackets,Elude Men's Snow Journey Jacket - Blue Variant Size Value Large,New,169.95,0,,SMW,no,,
MU025-BLK-45XL,MKL_1866324_287,apparel & footwear > apparel > pants,Pants & Capris,XTM Adult Unisex Thermal Bottoms Plus Size Merino Pant - Black Variant Size Value 4-5XL,New,84.95,226,,SMW,yes,,
SP040818058909,MKL_1866131_54,sports & outdoors > bags & hydration > hydration packs,Hydration Packs,Platypus Tokul X.C. 5 Platy Hydration Packs Carbon,New,150.95,0,,SMW,no,,
SP040818061824,MKL_1866131_100,sports & outdoors > camping & hiking > sleeping > hammocks,Hammocks,Thermarest Slacker Hammock Single Hammocks Lake - Blue,New,116.95,0,,SMW,no,,
SP090497671395,MKL_1866131_109,sports & outdoors > camping & hiking > camp cooking > camp cookware > camp cooking utensils,Camp Cooking Utensils,GSI Microlite Twist 500 Cookwear - White,New,47.95,0,,SMW,no,,
RU008-RSP-L,MKL_1866207_242,apparel & footwear > apparel > coats & jackets,Coats & Jackets,XTM Adult Unisex Active Jackets Stash Ii Unisex Rain Jacket - Raspberry Variant Size Value L,New,67.95,59,,SMW,yes,,
YU885UH,MKL_1866131_14,sports & outdoors > camping & hiking > equipment > camping tools,Camping Tools,Schrade Senior Rancher,New,47.95,20,,SMW,yes,,
